x,y,z
612.78970733,23.33802223,0.21065252
613.71925750,23.33802223,0.20605311
613.71925750,23.33802223,0.20605311
613.71925750,23.33802223,0.20605311
614.74665466,23.33802223,0.20053382
614.74665466,23.33802223,0.20053382
615.77405182,23.33802223,0.19915402
615.77405182,23.33802223,0.19915402
616.75252548,23.33802223,0.19869408
616.75252548,23.33802223,0.19869408
617.29068580,23.33802223,0.19777419
617.29068580,23.23726654,0.19777419
617.82884613,23.23726654,0.19639438
617.82884613,23.03575516,0.19639438
618.22023597,23.03575516,0.19547449
618.22023597,22.73348808,0.19547449
618.66054931,22.73348808,0.19317479
618.66054931,22.33046532,0.19317479
619.05193725,22.33046532,0.19179498
619.05193725,21.92744255,0.19179498
619.29655471,21.92744255,0.19087508
619.29655471,21.47404289,0.19087508
619.49225250,21.47404289,0.19041516
619.49225250,21.02064133,0.19041516
619.63902298,21.02064133,0.19041516
619.63902298,20.46648598,0.19041516
619.63902298,20.46648598,0.19087508
619.63902298,19.55968475,0.19087508
619.63902298,19.55968475,0.18995522
619.63902298,18.55212784,0.18995522
619.63902298,18.55212784,0.19087508
619.63902298,17.44381523,0.19087508
619.63902298,17.44381523,0.18995522
619.63902298,16.48663712,0.18995522
619.63902298,16.48663712,0.19041516
619.63902298,15.88210297,0.19041516
619.63902298,15.88210297,0.18995522
619.63902298,15.47908020,0.18995522
619.49225250,15.47908020,0.18995522
619.49225250,15.02567959,0.18995522
619.29655471,15.02567959,0.19041516
619.29655471,14.57227993,0.19041516
619.00301376,14.57227993,0.19087508
619.00301376,14.21963501,0.19087508
618.61162582,14.21963501,0.19087508
618.61162582,13.91736794,0.19087508
618.12238899,13.91736794,0.19133504
618.12238899,13.76623440,0.19133504
617.73099914,13.76623440,0.19133504
617.73099914,13.61510086,0.19133504
617.24176231,13.61510086,0.19271487
617.24176231,13.56472301,0.19271487
616.60575309,13.56472301,0.19409467
616.60575309,13.61510086,0.19409467
615.57835594,13.61510086,0.19685431
615.57835594,13.61510086,0.19685431
614.59988227,13.61510086,0.19731426
614.59988227,13.61510086,0.19731426
613.57248512,13.61510086,0.19823413
613.57248512,13.61510086,0.19823413
612.59401146,13.61510086,0.20191365
612.59401146,13.61510086,0.20191365
611.56661430,13.61510086,0.20513324
611.56661430,13.61510086,0.20513324
610.78383651,13.61510086,0.20651305
610.78383651,13.51434517,0.20651305
610.34352317,13.51434517,0.20651305
610.34352317,13.41358948,0.20651305
609.80536285,13.41358948,0.20743294
609.80536285,13.11132240,0.20743294
609.46289650,13.11132240,0.20743294
609.46289650,12.80905533,0.20743294
608.87581268,12.80905533,0.20835282
608.58226982,12.80905533,0.20927268
608.58226982,12.45641041,0.20927268
608.58226982,11.95263195,0.20927268
608.23980537,11.95263195,0.20973264
608.23980537,11.44885445,0.20973264
608.04410949,11.44885445,0.21019258
608.04410949,10.89469814,0.21019258
607.89733902,10.89469814,0.21019258
607.89733902,10.39091969,0.21019258
607.89733902,10.39091969,0.21019258
607.89733902,9.48411846,0.21019258
607.84841552,9.48411846,0.20927268
607.84841552,8.42618465,0.20927268
607.84841552,8.42618465,0.21019258
607.84841552,7.36824989,0.21019258
607.84841552,7.36824989,0.20973264
607.84841552,6.36069298,0.20973264
607.84841552,6.36069298,0.21019258
607.84841552,5.80653715,0.21019258
607.84841552,5.80653715,0.21019258
607.84841552,5.35313654,0.21019258
607.70164505,5.35313654,0.21019258
607.70164505,4.84935808,0.21019258
607.45702568,4.84935808,0.21019258
607.45702568,4.44633532,0.21019258
607.16348472,4.44633532,0.20973264
607.16348472,4.09369087,0.20973264
606.77209488,4.09369087,0.21065252
606.77209488,3.79142380,0.21065252
606.33178154,3.79142380,0.21111245
605.89146820,3.79142380,0.21203235
605.89146820,3.58991241,0.21203235
605.89146820,3.48915672,0.21203235
605.35330787,3.48915672,0.21387209
605.35330787,3.43877888,0.21387209
604.76622406,3.43877888,0.21709168
604.76622406,3.43877888,0.21709168
603.78775039,3.43877888,0.21939138
603.78775039,3.43877888,0.21939138
602.76035324,3.43877888,0.21985132
602.76035324,3.43877888,0.21985132
601.78187957,3.43877888,0.22077121
601.78187957,3.43877888,0.22077121
600.70555893,3.43877888,0.22307090
600.70555893,3.43877888,0.22307090
599.72708526,3.43877888,0.22721036
599.72708526,3.43877888,0.22721036
598.69968811,3.43877888,0.22859016
598.69968811,3.43877888,0.22859016
597.72121444,3.43877888,0.22905011
597.72121444,3.43877888,0.22905011
596.69381729,3.43877888,0.23042995
596.69381729,3.43877888,0.23042995
595.71534362,3.43877888,0.23226969
595.71534362,3.43877888,0.23226969
594.68794599,3.43877888,0.23502934
594.68794599,3.43877888,0.23502934
593.75839630,3.43877888,0.23732904
593.75839630,3.43877888,0.23732904
592.68207517,3.43877888,0.23778898
